u,k,Dist_uk
559,3,2590
559,4,1590
559,5,590
559,6,410
559,7,1410
559,8,2410
559,9,3410
559,10,4410
560,0,5600
560,1,4600
560,2,3600
560,3,2600
560,4,1600
560,5,600
560,6,400
560,7,1400
560,8,2400
560,9,3400
560,10,4400
561,0,5610
561,1,4610
561,2,3610
561,3,2610
561,4,1610
561,5,610
561,6,390
561,7,1390
561,8,2390
561,9,3390
561,10,4390
562,0,5620
562,1,4620
562,2,3620
562,3,2620
562,4,1620
562,5,620
562,6,380
562,7,1380
562,8,2380
562,9,3380
562,10,4380
563,0,5630
563,1,4630
563,2,3630
563,3,2630
563,4,1630
563,5,630
563,6,370
563,7,1370
563,8,2370
563,9,3370
563,10,4370
564,0,5640
564,1,4640
564,2,3640
564,3,2640
564,4,1640
564,5,640
564,6,360
564,7,1360
564,8,2360
564,9,3360
564,10,4360
565,0,5650
565,1,4650
565,2,3650
565,3,2650
565,4,1650
565,5,650
565,6,350
565,7,1350
565,8,2350
565,9,3350
565,10,4350
566,0,5660
566,1,4660
566,2,3660
566,3,2660
566,4,1660
566,5,660
566,6,340
566,7,1340
566,8,2340
566,9,3340
566,10,4340
567,0,5670
567,1,4670
567,2,3670
567,3,2670
567,4,1670
567,5,670
567,6,330
567,7,1330
567,8,2330
567,9,3330
567,10,4330
568,0,5680
568,1,4680
568,2,3680
568,3,2680
568,4,1680
568,5,680
568,6,320
568,7,1320
568,8,2320
568,9,3320
568,10,4320
569,0,5690
569,1,4690
569,2,3690
569,3,2690
569,4,1690
569,5,690
569,6,310
569,7,1310
569,8,2310
569,9,3310
569,10,4310
570,0,5700
570,1,4700
570,2,3700
570,3,2700
570,4,1700
570,5,700
570,6,300
570,7,1300
570,8,2300
570,9,3300
570,10,4300
571,0,5710
571,1,4710
571,2,3710
571,3,2710
571,4,1710
571,5,710
571,6,290
571,7,1290
571,8,2290
571,9,3290
571,10,4290
572,0,5720
572,1,4720
572,2,3720
572,3,2720
572,4,1720
572,5,720
572,6,280
572,7,1280
572,8,2280
572,9,3280
572,10,4280
573,0,5730
573,1,4730
573,2,3730
573,3,2730
573,4,1730
573,5,730
573,6,270
573,7,1270
573,8,2270
573,9,3270
573,10,4270
574,0,5740
574,1,4740
574,2,3740
574,3,2740
574,4,1740
574,5,740
574,6,260
574,7,1260
574,8,2260
574,9,3260
574,10,4260
575,0,5750
575,1,4750
575,2,3750
575,3,2750
575,4,1750
575,5,750
575,6,250
575,7,1250
575,8,2250
575,9,3250
575,10,4250
576,0,5760
576,1,4760
576,2,3760
576,3,2760
576,4,1760
576,5,760
576,6,240
576,7,1240
576,8,2240
576,9,3240
576,10,4240
577,0,5770
577,1,4770
577,2,3770
577,3,2770
577,4,1770
577,5,770
577,6,230
577,7,1230
577,8,2230
577,9,3230
577,10,4230
578,0,5780
578,1,4780
578,2,3780
578,3,2780
578,4,1780
578,5,780
578,6,220
578,7,1220
578,8,2220
578,9,3220
578,10,4220
579,0,5790
579,1,4790
579,2,3790
579,3,2790
579,4,1790
579,5,790
579,6,210
579,7,1210
579,8,2210
579,9,3210
579,10,4210
580,0,5800
580,1,4800
580,2,3800
580,3,2800
580,4,1800
580,5,800
580,6,200
580,7,1200
580,8,2200
580,9,3200
580,10,4200
581,0,5810
581,1,4810
581,2,3810
581,3,2810
581,4,1810
581,5,810
581,6,190
581,7,1190
581,8,2190
581,9,3190
581,10,4190
582,0,5820
582,1,4820
582,2,3820
582,3,2820
582,4,1820
582,5,820
582,6,180
582,7,1180
582,8,2180
582,9,3180
582,10,4180
583,0,5830
583,1,4830
583,2,3830
583,3,2830
583,4,1830
583,5,830
583,6,170
583,7,1170
583,8,2170
583,9,3170
583,10,4170
584,0,5840
584,1,4840
584,2,3840
584,3,2840
584,4,1840
584,5,840
584,6,160
584,7,1160
584,8,2160
584,9,3160
584,10,4160
585,0,5850
585,1,4850
585,2,3850
585,3,2850
585,4,1850
585,5,850
585,6,150
585,7,1150
585,8,2150
585,9,3150
585,10,4150
586,0,5860
586,1,4860
586,2,3860
586,3,2860
586,4,1860
586,5,860
586,6,140
586,7,1140
586,8,2140
586,9,3140
586,10,4140
587,0,5870
587,1,4870
587,2,3870
587,3,2870
587,4,1870
587,5,870
587,6,130
587,7,1130
587,8,2130
587,9,3130
587,10,4130
588,0,5880
588,1,4880
588,2,3880
588,3,2880
588,4,1880
588,5,880
588,6,120
588,7,1120
588,8,2120
588,9,3120
588,10,4120
589,0,5890
589,1,4890
589,2,3890
589,3,2890
589,4,1890
589,5,890
589,6,110
589,7,1110
589,8,2110
589,9,3110
589,10,4110
590,0,5900
590,1,4900
590,2,3900
590,3,2900
590,4,1900
590,5,900
590,6,100
590,7,1100
590,8,2100
590,9,3100
590,10,4100
591,0,5910
591,1,4910
591,2,3910
591,3,2910
591,4,1910
591,5,910
591,6,90
591,7,1090
591,8,2090
591,9,3090
591,10,4090
592,0,5920
592,1,4920
592,2,3920
592,3,2920
592,4,1920
592,5,920
592,6,80
592,7,1080
592,8,2080
592,9,3080
592,10,4080
593,0,5930
593,1,4930
593,2,3930
593,3,2930
593,4,1930
593,5,930
593,6,70
593,7,1070
593,8,2070
593,9,3070
593,10,4070
594,0,5940
594,1,4940
594,2,3940
594,3,2940
594,4,1940
594,5,940
594,6,60
594,7,1060
594,8,2060
594,9,3060
594,10,4060
595,0,5950
595,1,4950
595,2,3950
595,3,2950
595,4,1950
595,5,950
595,6,50
595,7,1050
595,8,2050
595,9,3050
595,10,4050
596,0,5960
596,1,4960
596,2,3960
596,3,2960
596,4,1960
596,5,960
596,6,40
596,7,1040
596,8,2040
596,9,3040
596,10,4040
597,0,5970
597,1,4970
597,2,3970
597,3,2970
597,4,1970
597,5,970
597,6,30
597,7,1030
597,8,2030
597,9,3030
597,10,4030
598,0,5980
598,1,4980
598,2,3980
598,3,2980
598,4,1980
598,5,980
598,6,20
598,7,1020
598,8,2020
598,9,3020
598,10,4020
599,0,5990
599,1,4990
599,2,3990
599,3,2990
599,4,1990
599,5,990
599,6,10
599,7,1010
599,8,2010
599,9,3010
599,10,4010
600,0,6000
600,1,5000
600,2,4000
600,3,3000
600,4,2000
600,5,1000
600,6,10
600,7,1000
600,8,2000
600,9,3000
600,10,4000
601,0,6010
601,1,5010
601,2,4010
601,3,3010
601,4,2010
601,5,1010
601,6,10
601,7,990
601,8,1990
601,9,2990
601,10,3990
602,0,6020
602,1,5020
602,2,4020
602,3,3020
602,4,2020
602,5,1020
602,6,20
602,7,980
602,8,1980
602,9,2980
602,10,3980
603,0,6030
603,1,5030
603,2,4030
603,3,3030
603,4,2030
603,5,1030
603,6,30
603,7,970
603,8,1970
603,9,2970
603,10,3970
604,0,6040
604,1,5040
604,2,4040
604,3,3040
604,4,2040
604,5,1040
604,6,40
604,7,960
604,8,1960
604,9,2960
604,10,3960
605,0,6050
605,1,5050
605,2,4050
605,3,3050
605,4,2050
605,5,1050
605,6,50
605,7,950
605,8,1950
605,9,2950
605,10,3950
606,0,6060
606,1,5060
606,2,4060
606,3,3060
606,4,2060
606,5,1060
606,6,60
606,7,940
606,8,1940
606,9,2940
606,10,3940
607,0,6070
607,1,5070
607,2,4070
607,3,3070
607,4,2070
607,5,1070
607,6,70
607,7,930
607,8,1930
607,9,2930
607,10,3930
608,0,6080
608,1,5080
608,2,4080
608,3,3080
608,4,2080
608,5,1080
608,6,80
608,7,920
608,8,1920
608,9,2920
608,10,3920
609,0,6090
609,1,5090
609,2,4090
609,3,3090
609,4,2090
609,5,1090
609,6,90
609,7,910
609,8,1910
609,9,2910
609,10,3910
610,0,6100
610,1,5100
610,2,4100
610,3,3100
610,4,2100
610,5,1100
610,6,100
610,7,900
610,8,1900
610,9,2900
610,10,3900
611,0,6110
611,1,5110
611,2,4110
611,3,3110
611,4,2110
611,5,1110
611,6,110
611,7,890
611,8,1890
611,9,2890
611,10,3890
612,0,6120
612,1,5120
612,2,4120
612,3,3120
612,4,2120
612,5,1120
612,6,120
612,7,880
612,8,1880
612,9,2880
612,10,3880
613,0,6130
613,1,5130
613,2,4130
613,3,3130
613,4,2130
613,5,1130
613,6,130
613,7,870
613,8,1870
613,9,2870
613,10,3870
614,0,6140
614,1,5140
614,2,4140
614,3,3140
614,4,2140
614,5,1140
614,6,140
614,7,860
614,8,1860
614,9,2860
614,10,3860
615,0,6150
615,1,5150
615,2,4150
615,3,3150
615,4,2150
615,5,1150
615,6,150
615,7,850
615,8,1850
615,9,2850
615,10,3850
616,0,6160
616,1,5160
616,2,4160
616,3,3160
616,4,2160
616,5,1160
616,6,160
616,7,840
616,8,1840
616,9,2840
616,10,3840
617,0,6170
617,1,5170
617,2,4170
617,3,3170
617,4,2170
617,5,1170
617,6,170
617,7,830
617,8,1830
617,9,2830
617,10,3830
618,0,6180
618,1,5180
618,2,4180
618,3,3180
618,4,2180
618,5,1180
618,6,180
618,7,820
618,8,1820
618,9,2820
618,10,3820
619,0,6190
619,1,5190
619,2,4190
619,3,3190
619,4,2190
619,5,1190
619,6,190
619,7,810
619,8,1810
619,9,2810
619,10,3810
620,0,6200
620,1,5200
620,2,4200
620,3,3200
620,4,2200
620,5,1200
620,6,200
620,7,800
620,8,1800
620,9,2800
620,10,3800
621,0,6210
621,1,5210
621,2,4210
621,3,3210
621,4,2210
621,5,1210
621,6,210
621,7,790
621,8,1790
621,9,2790
621,10,3790
622,0,6220
622,1,5220
622,2,4220
622,3,3220
622,4,2220
622,5,1220
622,6,220
622,7,780
622,8,1780
622,9,2780
622,10,3780
623,0,6230
623,1,5230
623,2,4230
623,3,3230
623,4,2230
623,5,1230
623,6,230
623,7,770
623,8,1770
623,9,2770
623,10,3770
624,0,6240
624,1,5240
624,2,4240
624,3,3240
624,4,2240
624,5,1240
624,6,240
624,7,760
624,8,1760
624,9,2760
624,10,3760
625,0,6250
625,1,5250
625,2,4250
625,3,3250
625,4,2250
625,5,1250
625,6,250
625,7,750
625,8,1750
625,9,2750
625,10,3750
626,0,6260
626,1,5260
626,2,4260
626,3,3260
626,4,2260
626,5,1260
626,6,260
626,7,740
626,8,1740
626,9,2740
626,10,3740
627,0,6270
627,1,5270
627,2,4270
627,3,3270
627,4,2270
627,5,1270
627,6,270
627,7,730
627,8,1730
627,9,2730
627,10,3730
628,0,6280
628,1,5280
628,2,4280
628,3,3280
628,4,2280
628,5,1280
628,6,280
628,7,720
628,8,1720
628,9,2720
628,10,3720
629,0,6290
629,1,5290
629,2,4290
629,3,3290
629,4,2290
629,5,1290
629,6,290
629,7,710
629,8,1710
629,9,2710
629,10,3710
630,0,6300
630,1,5300
630,2,4300
630,3,3300
630,4,2300
630,5,1300
630,6,300
630,7,700
630,8,1700
630,9,2700
630,10,3700
631,0,6310
631,1,5310
631,2,4310
631,3,3310
631,4,2310
631,5,1310
631,6,310
631,7,690
631,8,1690
631,9,2690
631,10,3690
632,0,6320
632,1,5320
632,2,4320
632,3,3320
632,4,2320
632,5,1320
632,6,320
632,7,680
632,8,1680
632,9,2680
632,10,3680
633,0,6330
633,1,5330
633,2,4330
633,3,3330
633,4,2330
633,5,1330
633,6,330
633,7,670
633,8,1670
633,9,2670
633,10,3670
634,0,6340
634,1,5340
634,2,4340
634,3,3340
634,4,2340
634,5,1340
634,6,340
634,7,660
634,8,1660
634,9,2660
634,10,3660
635,0,6350
635,1,5350
635,2,4350
635,3,3350
635,4,2350
635,5,1350
635,6,350
635,7,650
635,8,1650
635,9,2650
635,10,3650
636,0,6360
636,1,5360
636,2,4360
636,3,3360
636,4,2360
636,5,1360
636,6,360
636,7,640
636,8,1640
636,9,2640
636,10,3640
637,0,6370
637,1,5370
637,2,4370
637,3,3370
637,4,2370
637,5,1370
637,6,370
637,7,630
637,8,1630
637,9,2630
637,10,3630
638,0,6380
638,1,5380
638,2,4380
638,3,3380
638,4,2380
638,5,1380
638,6,380
638,7,620
638,8,1620
638,9,2620
638,10,3620
639,0,6390
639,1,5390
639,2,4390
639,3,3390
639,4,2390
639,5,1390
639,6,390
639,7,610
639,8,1610
639,9,2610
639,10,3610
640,0,6400
640,1,5400
640,2,4400
640,3,3400
640,4,2400
640,5,1400
640,6,400
640,7,600
640,8,1600
640,9,2600
640,10,3600
641,0,6410
641,1,5410
641,2,4410
641,3,3410
641,4,2410
641,5,1410
641,6,410
641,7,590
641,8,1590
641,9,2590
641,10,3590
642,0,6420
642,1,5420
642,2,4420
642,3,3420
642,4,2420
642,5,1420
642,6,420
642,7,580
642,8,1580
642,9,2580
642,10,3580
643,0,6430
643,1,5430
643,2,4430
643,3,3430
643,4,2430
643,5,1430
643,6,430
643,7,570
643,8,1570
643,9,2570
643,10,3570
644,0,6440
644,1,5440
644,2,4440
644,3,3440
644,4,2440
644,5,1440
644,6,440
644,7,560
644,8,1560
644,9,2560
644,10,3560
645,0,6450
645,1,5450
645,2,4450
645,3,3450
645,4,2450
645,5,1450
645,6,450
645,7,550
645,8,1550
645,9,2550
645,10,3550
646,0,6460
646,1,5460
646,2,4460
646,3,3460
646,4,2460
646,5,1460
646,6,460
646,7,540
646,8,1540
646,9,2540
646,10,3540
647,0,6470
647,1,5470
647,2,4470
647,3,3470
647,4,2470
647,5,1470
647,6,470
647,7,530
647,8,1530
647,9,2530
647,10,3530
648,0,6480
648,1,5480
648,2,4480
648,3,3480
648,4,2480
648,5,1480
648,6,480
648,7,520
648,8,1520
648,9,2520
648,10,3520
649,0,6490
649,1,5490
649,2,4490
649,3,3490
649,4,2490
649,5,1490
649,6,490
649,7,510
649,8,1510
649,9,2510
649,10,3510
650,0,6500
650,1,5500
650,2,4500
650,3,3500
650,4,2500
650,5,1500
650,6,500
650,7,500
650,8,1500
650,9,2500
650,10,3500
651,0,6510
651,1,5510
651,2,4510
651,3,3510
651,4,2510
651,5,1510
651,6,510
651,7,490
651,8,1490
651,9,2490
651,10,3490
652,0,6520
652,1,5520
652,2,4520
652,3,3520
652,4,2520
652,5,1520
652,6,520
652,7,480
652,8,1480
652,9,2480
652,10,3480
653,0,6530
653,1,5530
653,2,4530
653,3,3530
653,4,2530
653,5,1530
653,6,530
653,7,470
653,8,1470
653,9,2470
653,10,3470
654,0,6540
654,1,5540
654,2,4540
654,3,3540
654,4,2540
654,5,1540
654,6,540
654,7,460
654,8,1460
654,9,2460
654,10,3460
655,0,6550
655,1,5550
655,2,4550
655,3,3550
655,4,2550
655,5,1550
655,6,550
655,7,450
655,8,1450
655,9,2450
655,10,3450
656,0,6560
656,1,5560
656,2,4560
656,3,3560
656,4,2560
656,5,1560
656,6,560
656,7,440
656,8,1440
656,9,2440
656,10,3440
657,0,6570
657,1,5570
657,2,4570
657,3,3570
657,4,2570
657,5,1570
657,6,570
657,7,430
657,8,1430
657,9,2430
657,10,3430
658,0,6580
658,1,5580
658,2,4580
658,3,3580
658,4,2580
658,5,1580
658,6,580
658,7,420
658,8,1420
658,9,2420
658,10,3420
659,0,6590
659,1,5590
659,2,4590
659,3,3590
659,4,2590
659,5,1590
659,6,590
659,7,410
659,8,1410
659,9,2410
659,10,3410
660,0,6600
660,1,5600
660,2,4600
660,3,3600
660,4,2600
660,5,1600
660,6,600
660,7,400
660,8,1400
660,9,2400
660,10,3400
661,0,6610
661,1,5610
661,2,4610
661,3,3610
661,4,2610
661,5,1610
661,6,610
661,7,390
661,8,1390
661,9,2390
661,10,3390
662,0,6620
662,1,5620
662,2,4620
662,3,3620
662,4,2620
662,5,1620
662,6,620
662,7,380
662,8,1380
662,9,2380
662,10,3380
663,0,6630
663,1,5630
663,2,4630
663,3,3630
663,4,2630
663,5,1630
663,6,630
663,7,370
663,8,1370
663,9,2370
663,10,3370
664,0,6640
664,1,5640
664,2,4640
664,3,3640
664,4,2640
664,5,1640
664,6,640
664,7,360
664,8,1360
664,9,2360
664,10,3360
665,0,6650
665,1,5650
665,2,4650
665,3,3650
665,4,2650
665,5,1650
665,6,650
665,7,350
665,8,1350
665,9,2350
665,10,3350
666,0,6660
666,1,5660
666,2,4660
666,3,3660
666,4,2660
666,5,1660
666,6,660
666,7,340
666,8,1340
666,9,2340
666,10,3340
667,0,6670
667,1,5670
667,2,4670
667,3,3670
667,4,2670
667,5,1670
667,6,670
667,7,330
667,8,1330
667,9,2330
667,10,3330
668,0,6680
668,1,5680
668,2,4680
668,3,3680
668,4,2680
668,5,1680
668,6,680
668,7,320
668,8,1320
668,9,2320
668,10,3320
669,0,6690
669,1,5690
669,2,4690
669,3,3690
669,4,2690
669,5,1690
669,6,690
669,7,310
669,8,1310
669,9,2310
669,10,3310
670,0,6700
670,1,5700
670,2,4700
670,3,3700
670,4,2700
670,5,1700
670,6,700
670,7,300
670,8,1300
670,9,2300
670,10,3300
671,0,6710
671,1,5710
671,2,4710
671,3,3710
671,4,2710
671,5,1710
671,6,710
671,7,290
671,8,1290
671,9,2290
671,10,3290
672,0,6720
672,1,5720
672,2,4720
672,3,3720
672,4,2720
672,5,1720
672,6,720
672,7,280
672,8,1280
672,9,2280
672,10,3280
673,0,6730
673,1,5730
673,2,4730
673,3,3730
673,4,2730
673,5,1730
673,6,730
673,7,270
673,8,1270
673,9,2270
673,10,3270
674,0,6740
674,1,5740
674,2,4740
674,3,3740
674,4,2740
674,5,1740
674,6,740
674,7,260
674,8,1260
674,9,2260
674,10,3260
675,0,6750
675,1,5750
675,2,4750
675,3,3750
675,4,2750
675,5,1750
675,6,750
675,7,250
675,8,1250
675,9,2250
675,10,3250
676,0,6760
676,1,5760
676,2,4760
676,3,3760
676,4,2760
676,5,1760
676,6,760
676,7,240
676,8,1240
676,9,2240
676,10,3240
677,0,6770
677,1,5770
677,2,4770
677,3,3770
677,4,2770
677,5,1770
677,6,770
677,7,230
677,8,1230
677,9,2230
677,10,3230
678,0,6780
678,1,5780
678,2,4780
678,3,3780
678,4,2780
678,5,1780
678,6,780
678,7,220
678,8,1220
678,9,2220
678,10,3220
679,0,6790
679,1,5790
679,2,4790
679,3,3790
679,4,2790
679,5,1790
679,6,790
679,7,210
679,8,1210
679,9,2210
679,10,3210
680,0,6800
680,1,5800
680,2,4800
680,3,3800
680,4,2800
680,5,1800
680,6,800
680,7,200
680,8,1200
680,9,2200
680,10,3200
681,0,6810
681,1,5810
681,2,4810
681,3,3810
681,4,2810
681,5,1810
681,6,810
681,7,190
681,8,1190
681,9,2190
681,10,3190
682,0,6820
682,1,5820
682,2,4820
682,3,3820
682,4,2820
682,5,1820
682,6,820
682,7,180
682,8,1180
682,9,2180
682,10,3180
683,0,6830
683,1,5830
683,2,4830
683,3,3830
683,4,2830
683,5,1830
683,6,830
683,7,170
683,8,1170
683,9,2170
683,10,3170
684,0,6840
684,1,5840
684,2,4840
684,3,3840
684,4,2840
684,5,1840
684,6,840
684,7,160
684,8,1160
684,9,2160
684,10,3160
685,0,6850
685,1,5850
685,2,4850
685,3,3850
685,4,2850
685,5,1850
685,6,850
685,7,150
685,8,1150
685,9,2150
685,10,3150
686,0,6860
686,1,5860
686,2,4860
686,3,3860
686,4,2860
686,5,1860
686,6,860
686,7,140
686,8,1140
686,9,2140
686,10,3140
687,0,6870
687,1,5870
687,2,4870
687,3,3870
687,4,2870
687,5,1870
687,6,870
687,7,130
687,8,1130
687,9,2130
687,10,3130
688,0,6880
688,1,5880
688,2,4880
688,3,3880
688,4,2880
688,5,1880
688,6,880
688,7,120
688,8,1120
688,9,2120
688,10,3120
689,0,6890
689,1,5890
689,2,4890
689,3,3890
689,4,2890
689,5,1890
689,6,890
689,7,110
689,8,1110
689,9,2110
689,10,3110
690,0,6900
690,1,5900
690,2,4900
690,3,3900
690,4,2900
690,5,1900
690,6,900
690,7,100
690,8,1100
690,9,2100
690,10,3100
691,0,6910
691,1,5910
691,2,4910
691,3,3910
691,4,2910
691,5,1910
691,6,910
691,7,90
691,8,1090
691,9,2090
691,10,3090
692,0,6920
692,1,5920
692,2,4920
692,3,3920
692,4,2920
692,5,1920
692,6,920
692,7,80
692,8,1080
692,9,2080
692,10,3080
693,0,6930
693,1,5930
693,2,4930
693,3,3930
693,4,2930
693,5,1930
693,6,930
693,7,70
693,8,1070
693,9,2070
693,10,3070
694,0,6940
694,1,5940
694,2,4940
694,3,3940
694,4,2940
694,5,1940
694,6,940
694,7,60
694,8,1060
694,9,2060
694,10,3060
695,0,6950
695,1,5950
695,2,4950
695,3,3950
695,4,2950
695,5,1950
695,6,950
695,7,50
695,8,1050
695,9,2050
695,10,3050
696,0,6960
696,1,5960
696,2,4960
696,3,3960
696,4,2960
696,5,1960
696,6,960
696,7,40
696,8,1040
696,9,2040
696,10,3040
697,0,6970
697,1,5970
697,2,4970
697,3,3970
697,4,2970
697,5,1970
697,6,970
697,7,30
697,8,1030
697,9,2030
697,10,3030
698,0,6980
698,1,5980
698,2,4980
698,3,3980
698,4,2980
698,5,1980
698,6,980
698,7,20
698,8,1020
698,9,2020
698,10,3020
699,0,6990
699,1,5990
699,2,4990
699,3,3990
699,4,2990
699,5,1990
699,6,990
699,7,10
699,8,1010
699,9,2010
699,10,3010
700,0,7000
700,1,6000
700,2,5000
700,3,4000
700,4,3000
700,5,2000
700,6,1000
700,7,10
700,8,1000
700,9,2000
700,10,3000
701,0,7010
701,1,6010
701,2,5010
701,3,4010
701,4,3010
701,5,2010
701,6,1010
701,7,10
701,8,990
701,9,1990
701,10,2990
702,0,7020
702,1,6020
702,2,5020
702,3,4020
702,4,3020
702,5,2020
702,6,1020
702,7,20
702,8,980
702,9,1980
702,10,2980
703,0,7030
703,1,6030
703,2,5030
703,3,4030
703,4,3030
703,5,2030
703,6,1030
703,7,30
703,8,970
703,9,1970
703,10,2970
704,0,7040
704,1,6040
704,2,5040
704,3,4040
704,4,3040
704,5,2040
704,6,1040
704,7,40
704,8,960
704,9,1960
704,10,2960
705,0,7050
705,1,6050
705,2,5050
705,3,4050
705,4,3050
705,5,2050
705,6,1050
705,7,50
705,8,950
705,9,1950
705,10,2950
706,0,7060
706,1,6060
706,2,5060
706,3,4060
706,4,3060
706,5,2060
706,6,1060
706,7,60
706,8,940
706,9,1940
706,10,2940
707,0,7070
707,1,6070
707,2,5070
707,3,4070
707,4,3070
707,5,2070
707,6,1070
707,7,70
707,8,930
707,9,1930
707,10,2930
708,0,7080
708,1,6080
708,2,5080
708,3,4080
708,4,3080
708,5,2080
708,6,1080
708,7,80
708,8,920
708,9,1920
708,10,2920
709,0,7090
709,1,6090
709,2,5090
709,3,4090
709,4,3090
709,5,2090
709,6,1090
709,7,90
709,8,910
709,9,1910
709,10,2910
710,0,7100
710,1,6100
710,2,5100
710,3,4100
710,4,3100
710,5,2100
710,6,1100
710,7,100
710,8,900
710,9,1900
710,10,2900
711,0,7110
711,1,6110
711,2,5110
711,3,4110
711,4,3110
711,5,2110
711,6,1110
711,7,110
711,8,890
711,9,1890
711,10,2890
712,0,7120
712,1,6120
712,2,5120
712,3,4120
712,4,3120
712,5,2120
712,6,1120
712,7,120
712,8,880
712,9,1880
712,10,2880
713,0,7130
713,1,6130
713,2,5130
713,3,4130
713,4,3130
713,5,2130
713,6,1130
713,7,130
713,8,870
713,9,1870
713,10,2870
714,0,7140
714,1,6140
714,2,5140
714,3,4140
714,4,3140
714,5,2140
714,6,1140
714,7,140
714,8,860
714,9,1860
714,10,2860
715,0,7150
715,1,6150
715,2,5150
715,3,4150
715,4,3150
715,5,2150
715,6,1150
715,7,150
715,8,850
715,9,1850
715,10,2850
716,0,7160
716,1,6160
716,2,5160
716,3,4160
716,4,3160
716,5,2160
716,6,1160
716,7,160
716,8,840
716,9,1840
716,10,2840
717,0,7170
717,1,6170
717,2,5170
717,3,4170
717,4,3170
717,5,2170
717,6,1170
717,7,170
717,8,830
717,9,1830
717,10,2830
718,0,7180
718,1,6180
718,2,5180
718,3,4180
718,4,3180
718,5,2180
718,6,1180
718,7,180
718,8,820
718,9,1820
718,10,2820
719,0,7190
719,1,6190
719,2,5190
719,3,4190
719,4,3190
719,5,2190
719,6,1190
719,7,190
719,8,810
719,9,1810
719,10,2810
720,0,7200
720,1,6200
720,2,5200
720,3,4200
720,4,3200
720,5,2200
720,6,1200
720,7,200
720,8,800
720,9,1800
720,10,2800
721,0,7210
721,1,6210
721,2,5210
721,3,4210
721,4,3210
721,5,2210
721,6,1210
721,7,210
721,8,790
721,9,1790
721,10,2790
722,0,7220
722,1,6220
722,2,5220
722,3,4220
722,4,3220
722,5,2220
722,6,1220
722,7,220
722,8,780
722,9,1780
722,10,2780
723,0,7230
723,1,6230
723,2,5230
723,3,4230
723,4,3230
723,5,2230
723,6,1230
723,7,230
723,8,770
723,9,1770
723,10,2770
724,0,7240
724,1,6240
724,2,5240
724,3,4240
724,4,3240
724,5,2240
724,6,1240
724,7,240
724,8,760
724,9,1760
724,10,2760
725,0,7250
725,1,6250
725,2,5250
725,3,4250
725,4,3250
725,5,2250
725,6,1250
725,7,250
725,8,750
725,9,1750
725,10,2750
726,0,7260
726,1,6260
726,2,5260
726,3,4260
726,4,3260
726,5,2260
726,6,1260
726,7,260
726,8,740
726,9,1740
726,10,2740
727,0,7270
727,1,6270
727,2,5270
727,3,4270
727,4,3270
727,5,2270
727,6,1270
727,7,270
727,8,730
727,9,1730
727,10,2730
728,0,7280
728,1,6280
728,2,5280
728,3,4280
728,4,3280
728,5,2280
728,6,1280
728,7,280
728,8,720
728,9,1720
728,10,2720
729,0,7290
729,1,6290
729,2,5290
729,3,4290
729,4,3290
729,5,2290
729,6,1290
729,7,290
729,8,710
729,9,1710
729,10,2710
730,0,7300
730,1,6300
730,2,5300
730,3,4300
730,4,3300
730,5,2300
730,6,1300
730,7,300
730,8,700
730,9,1700
730,10,2700
731,0,7310
731,1,6310
731,2,5310
731,3,4310
731,4,3310
731,5,2310
731,6,1310
731,7,310
731,8,690
731,9,1690
731,10,2690
732,0,7320
732,1,6320
732,2,5320
732,3,4320
732,4,3320
732,5,2320
732,6,1320
732,7,320
732,8,680
732,9,1680
732,10,2680
733,0,7330
733,1,6330
733,2,5330
733,3,4330
733,4,3330
733,5,2330
733,6,1330
733,7,330
733,8,670
733,9,1670
733,10,2670
734,0,7340
734,1,6340
734,2,5340
734,3,4340
734,4,3340
734,5,2340
734,6,1340
734,7,340
734,8,660
734,9,1660
734,10,2660
735,0,7350
735,1,6350
735,2,5350
735,3,4350
735,4,3350
735,5,2350
735,6,1350
735,7,350
735,8,650
735,9,1650
735,10,2650
736,0,7360
736,1,6360
736,2,5360
736,3,4360
736,4,3360
736,5,2360
736,6,1360
736,7,360
736,8,640
736,9,1640
736,10,2640
737,0,7370
737,1,6370
737,2,5370
737,3,4370
737,4,3370
737,5,2370
737,6,1370
737,7,370
737,8,630
737,9,1630
737,10,2630
738,0,7380
738,1,6380
738,2,5380
738,3,4380
738,4,3380
738,5,2380
738,6,1380
738,7,380
738,8,620
738,9,1620
738,10,2620
739,0,7390
739,1,6390
739,2,5390
739,3,4390
739,4,3390
739,5,2390
739,6,1390
739,7,390
739,8,610
739,9,1610
739,10,2610
740,0,7400
740,1,6400
740,2,5400
740,3,4400
740,4,3400
740,5,2400
740,6,1400
740,7,400
740,8,600
740,9,1600
740,10,2600
741,0,7410
741,1,6410
741,2,5410
741,3,4410
741,4,3410
741,5,2410
741,6,1410
741,7,410
741,8,590
741,9,1590
741,10,2590
742,0,7420
742,1,6420
742,2,5420
742,3,4420
742,4,3420
742,5,2420
742,6,1420
742,7,420
742,8,580
742,9,1580
742,10,2580
743,0,7430
743,1,6430
743,2,5430
743,3,4430
743,4,3430
743,5,2430
743,6,1430
743,7,430
743,8,570
743,9,1570
743,10,2570
744,0,7440
744,1,6440
744,2,5440
744,3,4440
744,4,3440
744,5,2440
744,6,1440
744,7,440
744,8,560
744,9,1560
744,10,2560
745,0,7450
745,1,6450
745,2,5450
745,3,4450
745,4,3450
745,5,2450
745,6,1450
745,7,450
